,biz_id,lat,lon,marker,dec_score,num,score
3836,ZOcfu9B5657he_gBXVeIcQ,36.1044875,-115.1767584,dot3,red,1,406
3839,4eqw9xCbCmNQPV-AQJcXPg,36.1186973,-115.1542695,dot3,red,1,656
3842,xNpCyxm1nD82gxGQ-WFDIw,36.1594235,-115.2515385,dot3,red,1,724.5
3843,61KIRAhuBo2qECDMoG-T5Q,36.071207,-115.2073833,dot3,red,1,364
3847,deFBCKjvB6i3-LX12JlIuQ,36.14358271,-115.2515591,dot3,red,1,368
3852,AVQG9O8zAnW_f2a8MU8b2A,36.1486584,-115.2098129,dot3,red,1,332
3854,hCmarzJoLFQ8VqAP3aUcjg,36.02818,-115.1149077,dot3,red,1,352
3860,KcWUgvyl64Vp0PfwQRZQkw,36.12246488,-115.1702046,dot3,red,1,524
3863,VlWAXFH5mqzQA9QNt_Azug,36.1264765,-115.1979987,dot3,red,1,670.5
3871,s5-VDvUqyYnD8RG3LPqnbQ,36.11514588,-115.1722861,dot3,red,1,2528
3888,r1YB-iVpNM8oP2eEqyaVbg,36.1350121,-115.1714295,dot3,red,1,1174.5
3889,47bimRPTRW5AipXRwfVA1A,36.125883,-115.203712,dot3,red,1,400
3910,VgLiSW1iGkpzIEXOgvUBEw,36.05607605,-115.2809143,dot3,red,1,693
3912,sih8j621A66QoiUFues5qQ,36.16787832,-115.1406405,dot3,red,1,1422
3924,vZ4CIMfeos6K7OyYDIlwrQ,36.15710947,-115.3351285,dot3,red,1,819
3933,wmm19sGdCiL5IZhViYQY2Q,36.1299924,-115.2074043,dot3,red,1,382.5
3939,yZXEELxi8KMwzXCHP345GQ,36.1433968,-115.2419755,dot3,red,1,364.5
3943,GjQbbMwu8OzictyBdgYY5g,36.1427564,-115.1578748,dot3,red,1,508
3954,ySpNcdz0tSpaPNqefAbfOw,36.1158115,-115.2068476,dot3,red,1,852
3971,WzDvQdS7MQrWK7vyDjdR4Q,36.1427564,-115.1578748,dot3,red,1,615
3973,WnBSlcek6ACsjE0UDJ1l2A,36.1427564,-115.1578748,dot3,red,1,956
3975,XqpUYK7tjHe_gi0BrNf1sw,36.1422486,-115.156616,dot3,red,1,432
3977,vlKGOytpJnYGW-bnILhg6Q,36.1427564,-115.1578748,dot3,red,1,332
3994,H3SaoIWnlG-HvGQ8v6J6yg,36.06893003,-115.1781656,dot3,red,1,696
3999,wmr3ROnBokPZXKZGLGLp8A,36.1507596,-115.3334927,dot3,red,1,459
4067,QhwkFogGQA-Ar176Ul5PUQ,36.10066699,-115.176807,dot3,red,1,528
3,AgtFQVxo-PGQVsOdY6Nvdg,36.17311,-115.125401,dot3,green,1,12
8,10UcN8MF1kQiyTJAfHKvfQ,36.145672,-115.187809,dot3,green,1,15
9,R5e2XWtpa_CA77MIXEyCTg,36.130335,-115.206002,dot3,green,1,12.5
12,qbXEkNp310Mc0CIs0YJdSg,36.1263667,-115.197655,dot3,green,1,20
13,V8id7mkt3nJYOD_HthEn1w,36.1445245,-115.1908392,dot3,green,1,24.5
18,nzQJqTrcazg23EjdaHgqDg,36.125908,-115.197904,dot3,green,1,17.5
20,A2aVN_Yw3xDz4x7gGtmYog,36.1463479,-115.1905468,dot3,green,1,28
21,euGwFsKJAkkO7kdgOkT9qg,36.1486584,-115.2098129,dot3,green,1,10.5
24,k5h1lqeM70OM3JJdrYH5IQ,36.153466,-115.207382,dot3,green,1,4.5
25,pNqHRWlrbh71zbPZNd7_2g,36.126543,-115.206888,dot3,green,1,30
26,idvjjh3yCDu7Hupzl89iQw,36.14402,-115.194408,dot3,green,1,3
29,4jxe81SmrVLp_XDUIpXYMg,36.1447963,-115.200935,dot3,green,1,7.5
34,Vkm6ZWlPhIioFk6xiypSjg,36.12633057,-115.1970765,dot3,green,1,28
35,4qHd6e7kAL9dszYrQUkjLg,36.143114,-115.208505,dot3,green,1,18
37,oMgp0SW0fwyxT-bj4SEL_g,36.144051,-115.198702,dot3,green,1,15
46,MR3-Ll-hoUGZMA-B1MTgGQ,36.158457,-115.165013,dot3,green,1,12
47,0EZ3j0POS4FC5zYjUDU4Cg,36.102015,-115.2965319,dot3,green,1,20
52,SkxqO4FgEJebz7kCzjvYYQ,36.1438391,-115.1610842,dot3,green,1,28
54,JBMfMZS_Oac8_ktOULqTAg,36.1443115,-115.1875972,dot3,green,1,20
60,FM1Jlw53TB-lxqlXIdxrQg,36.1445909,-115.2026919,dot3,green,1,10.5
62,FZ_ne5hPqmeEesVZphq_3Q,36.143476,-115.206941,dot3,green,1,20
74,PSSb7S4t8j4W3RtjY-9fiQ,36.1458129,-115.2076281,dot3,green,1,25
75,ZR87Qw2sB-ljFWClGk6X0A,36.158728,-115.205348,dot3,green,1,7.5
82,0ACVidzreTcv88AHqWXqNA,36.158728,-115.067454,dot3,green,1,7.5
83,YqeK6ARj8ojseNCIYdg5WQ,36.1428997,-115.1404237,dot3,green,1,4.5
90,4Bjn6QdaJIvsmcspcucOkA,36.1523679,-115.153815,dot3,green,1,28
95,H5f7zLtinbyFLIKFGs5p9g,36.1588428,-115.124292,dot3,green,1,10.5
97,NEXdqFaG_i5n5tuPs6y12g,36.1584618,-115.119375,dot3,green,1,4
98,9oFB8IPpsRkhlE8WrDMV-Q,36.1588445,-115.1212644,dot3,green,1,18
101,4UskRuHsAnhF2Gzf0L1zpw,36.158472,-115.123067,dot3,green,1,18
102,xNyTjXh2FRuT4Z8Ncj9WhA,36.147189,-115.0653489,dot3,green,1,4.5
104,iBzcMrnbZTBe8aYPgK3_Pg,36.1588157,-115.0877703,dot3,green,1,14
110,6jdKnIjJ9n5knZoSj7qtDw,36.144553,-115.136886,dot3,green,1,12.5
111,qeOrjo2GlITleeZiW8y-fw,36.1442526,-115.1369445,dot3,green,1,7.5
113,-5biAn5qQYk3X5NYlA98pw,36.1421289,-115.1423943,dot3,green,1,18
114,YkRwenPlQRloPFOX5l-iEA,36.1429063,-115.1405587,dot3,green,1,27
118,S3EALtejgXNU4rfui6IriQ,36.160499,-115.172372,dot3,green,1,14
119,nVPe8vSrvGStsupNliN9nA,36.1652351,-115.1557538,dot3,green,1,18
120,0w46K_07XbKvCMe8qV6Qow,36.1652351,-115.1557538,dot3,green,1,10.5
121,sFHj_WK6rzEeGcJxtvxrRQ,36.1959429,-115.1606081,dot3,green,1,14
122,CNdV0G_B5bKSpDrQa55rhA,36.188135,-115.160418,dot3,green,1,7.5
125,X4B9b-0zEClDIiN0AyCdcQ,36.177463,-115.176519,dot3,green,1,22.5
127,uCx8VZw2oiAdi7wFnoPs-w,36.1798935,-115.1774707,dot3,green,1,10.5
128,bPUwJQyifP24uhGrou_64g,36.180793,-115.178365,dot3,green,1,3
131,nF_mARnVRFQpS3boDNgy_w,36.203862,-115.2432571,dot3,green,1,21
133,310xHIFxZKqthaPlkQ0_dg,36.2140139,-115.2424449,dot3,green,1,6
137,7CVoKgPjQS9KknIsz3Bhcg,36.19668,-115.223459,dot3,green,1,10
139,jjYxQMJrOpz-Z7ziFtXxBw,36.1992487,-115.2424229,dot3,green,1,15
140,3jFf5lFqb2HRrvMdRP8e1Q,36.195937,-115.227792,dot3,green,1,12
141,gDPtptHj8PlVEhiL9aHjdQ,36.1975038,-115.2061081,dot3,green,1,28
149,XaJQnEg63F-CJ9kNhcqOjw,36.1958234,-115.2248005,dot3,green,1,30
151,0Em690KhL9M-WqwdWlPRfA,36.1945164,-115.205875,dot3,green,1,24.5
153,yvd3w1h4PnLV6DaVx91cWg,36.1971779,-115.2237411,dot3,green,1,21
154,Rhdmmw6a0qdKE198eSCIJg,36.195414,-115.230741,dot3,green,1,24
157,SXsg-hXKPZVNswyNc83IAA,36.1959191,-115.2249305,dot3,green,1,14
159,Trlr-E66o3UHjTbuybRGVg,36.2179656,-115.2404192,dot3,green,1,22.5
161,pcIPHOoQZuQFfarij73Qcw,36.218618,-115.243688,dot3,green,1,15
162,L_Gfp6E0yfn8QdDaIno_ZQ,36.1736178,-115.0755764,dot3,green,1,20
163,aBQbdQz_xQaw0-hNDk5TKg,36.165734,-115.0626506,dot3,green,1,18
164,TwLwfoq4zYGNKSiDHflh7w,36.1599337,-115.079983,dot3,green,1,30
167,vhjdXf1dpYpV_unDVMFuEg,36.1739559,-115.09775,dot3,green,1,4.5
169,SSaoS_UgB7VgA9OavxZIbA,36.1627045,-115.0623846,dot3,green,1,15
170,zlqTqki1aZUAuVnDsFsvYg,36.1700842,-115.0623466,dot3,green,1,14
172,CPTiooPIwzbM-WJc1Rsytg,36.1612711,-115.0624468,dot3,green,1,15
175,S4a607Bq69h7b9fNmjB-nw,36.1756743,-115.0624815,dot3,green,1,15
176,G9u_zp_sF3wumgk1gaILKw,36.1774933,-115.0618694,dot3,green,1,24
180,vkOmXXrO-ALfz76TF6s_Gg,36.173102,-115.077982,dot3,green,1,22
182,CApvjaNmMJUnfzz5hVpjrA,36.086682,-115.242907,dot3,green,1,26
188,I5vURIFijxnW2sdaDl7bpw,36.086835,-115.196276,dot3,green,1,21
189,v_M8BMz3O93iwFtpkCT9nA,36.095691,-115.189211,dot3,green,1,20
194,co21KMC055CxSMzdMeD0XQ,36.0720741,-115.1078327,dot3,green,1,27
195,iFc5PtaEHokNu1GVfnAUTA,36.072197,-115.099437,dot3,green,1,15
196,9WlnoukRsZyFwOAd6Ycbmg,36.0721501,-115.094014,dot3,green,1,18
198,v9JixZ_wMP6-ftb4EYTqIg,36.086046,-115.071956,dot3,green,1,10.5
203,96rDpZ2OBW293QNWPIPV7g,36.08631469,-115.1017032,dot3,green,1,14
204,XqAO5_bCitwqVRzhApZ2eA,36.086265,-115.1005988,dot3,green,1,10.5
208,g2ZRZXEKxj0SL86etbydcg,36.071741,-115.116276,dot3,green,1,21
214,ULVe1zN3HpNeVeTvRaNXoA,36.0847229,-115.03178,dot3,green,1,15
215,RnuCCKK-5Ezfz0xv0F2kag,36.1021067,-115.0530945,dot3,green,1,22.5
216,aF6QsiiI3DZ2QL_6Oo5SSA,36.102514,-115.0530181,dot3,green,1,15
220,L0uKIbds8dUVCuXIWE1q5g,36.101433,-115.052443,dot3,green,1,7.5
222,OK62swud0UWKwF3ivxHZNA,36.1010195,-115.0634182,dot3,green,1,10
223,4MWD2Ka5riz9nu80NOqUkQ,36.1128952,-115.0623534,dot3,green,1,10.5
225,94twCOpyD7FI3i95oiXnmQ,36.196201,-115.258816,dot3,green,1,15
226,qtUpdBKkMxeqcK_g5TiZKQ,36.2005782,-115.2817672,dot3,green,1,27
229,f2IKG29s2pEY1wUAIjFIlA,36.1813293,-115.2537641,dot3,green,1,30
231,MIYdMxSFC53wnQYm9iYteA,36.201355,-115.259949,dot3,green,1,12.5
239,S9jqNbEHIsOf2JTJ-yIe0w,36.199276,-115.280873,dot3,green,1,17.5
240,YzdGufP7VFwQneDKzb37hQ,36.194992,-115.246608,dot3,green,1,16
245,fgDJP-wW_Fr_tD2ywkHEJA,36.1962859,-115.2479571,dot3,green,1,17.5
248,XcR-GFhRoHyoJFBE9r1hIQ,36.197664,-115.247371,dot3,green,1,4.5
249,noNwSURKeBMLD6Dfv1cpKw,36.1962809,-115.2509056,dot3,green,1,10.5
251,KM3O4Fs29fCyI5sqo62PgQ,36.1951421,-115.252325,dot3,green,1,10
254,7hOWdXrR7ndiSaFH7Ofi1A,36.197322,-115.247447,dot3,green,1,24
255,hHtnI48vIcL0ZJfc-_LYDA,36.1964157,-115.2581988,dot3,green,1,24
258,_2HFbrYZFp2p59hptZeDbw,36.1907268,-115.2600699,dot3,green,1,20
261,Su2-lf8TbowpHZcS3XIRfQ,36.217635,-115.212381,dot3,green,1,12
264,ox2rL_UzIkvwMHIZC72DHw,36.2466674,-115.2092861,dot3,green,1,21
265,Klkzp8MC1qSKZDkTLYkcQA,36.2617919,-115.2489614,dot3,green,1,24.5
267,Xh72J-rep2vkskAq1TCMeQ,36.2628802,-115.2501061,dot3,green,1,24
268,rdFoHyN4apsyelq_9khE_g,36.2490797,-115.2428492,dot3,green,1,10
269,tZBLpE-qZejHRO9LmlCnHQ,36.2490797,-115.2428492,dot3,green,1,8
271,2FurIZ1RmC9HndCQJAZJKA,36.217618,-115.213267,dot3,green,1,24
272,l6I8clI3lsVJYcRODjLjUg,36.2402116,-115.2330474,dot3,green,1,15
276,pPoBiFyTjwPSg3R2Q3AeVQ,36.2234468,-115.2173307,dot3,green,1,24
277,gtlAwb0eZ4rPWjv_42OUCA,36.216778,-115.212427,dot3,green,1,12
278,aBQZx0tUdFvsZ5kAMR-eWQ,36.2412119,-115.2339219,dot3,green,1,21
280,cc2GmqotftMW6B4K1PhQ-w,36.2408055,-115.2335805,dot3,green,1,20
281,nqUg5UdPVwNABqaM4iuXsw,36.2467534,-115.2093151,dot3,green,1,9
283,TUxCIJ6Jj2lEOqoVIoUH4g,36.2630448,-115.2481338,dot3,green,1,25
286,RR25EwdiL1TfH_bIaKvt7w,36.2424474,-115.2349356,dot3,green,1,17.5
287,rKD-phI46Uc-sQ14lv258w,36.2399689,-115.2302994,dot3,green,1,28
288,fm2NFXf6LZRzECByWd2O4w,36.2386849,-115.2098027,dot3,green,1,10
290,R1_6Crx6keOZ23AWk1vOuw,36.193694,-115.305871,dot3,green,1,20
292,k2CdgSzyVR7b-L75tfXHUA,36.206848,-115.300544,dot3,green,1,12
294,yhrTMjhnrCsqDR_tJfyLCQ,36.2065795,-115.3036173,dot3,green,1,10.5
295,RR7nf12D8cOkNi6HQAQbBA,36.1589979,-115.046879,dot3,green,1,12
297,BpEFRLfOIpwd06y-xEm88w,36.184049,-115.309074,dot3,green,1,30
307,1zgwmE26LtJH5C1mD6MQpw,36.1468919,-115.2431473,dot3,green,1,10
310,VGfxLCiUYKjE-LreN6r50A,36.1591886,-115.2335289,dot3,green,1,22
311,bWXWJcw22ri0bkZwmDEkWQ,36.1589665,-115.2241267,dot3,green,1,15
319,y4oY9fiyTgkcewPGP3OGXQ,36.1520108,-115.2437024,dot3,green,1,20
320,zcZP9NIFwo16JTN5estcsg,36.1574585,-115.2442322,dot3,green,1,21
321,gwAIppG7JZRmqnV7ywmJxQ,36.144723,-115.2257587,dot3,green,1,20
324,zN33MhQmlCB3yhlunL4M9Q,36.126592,-115.208898,dot3,green,1,15
329,_MuHx0aYUfLbNzkqJ2uBWg,36.1589501,-115.207506,dot3,green,1,24
334,ZBC-1VWUU5WpKlPokxJZZg,36.126717,-115.242438,dot3,green,1,9
335,gSTHZH478BJIKAx7IKD2sA,36.126001,-115.243384,dot3,green,1,16
337,POdn5abX1-lW0qns9cDd_A,36.159527,-115.242714,dot3,green,1,12
345,9zUwgCWOi3rDvyoeDdx5pg,36.0941218,-115.2967647,dot3,green,1,17.5
346,urbAi2atIC9Z_dlHQNmlLg,36.09928985,-115.2977988,dot3,green,1,20
349,t02b8iqce8ZU4y6tpBQXSg,36.0952252,-115.2973192,dot3,green,1,24.5
353,TZ5AAHJ4JCCBje5pEE6rLA,36.19418,-115.025472,dot3,green,1,22.5
354,nV79jhp3QzgSwV49bRTxiA,36.195696,-115.040472,dot3,green,1,24.5
357,I2rMZ5t1WliK5PaGxakBUA,36.195148,-115.030222,dot3,green,1,16
360,2X79qKO11V2ALh32WtOIxA,36.1006803,-115.1278021,dot3,green,1,10.5
363,yRnl7MxYk1z18UW-g18clA,36.172375,-115.138204,dot3,green,1,9
367,JrF5GbCfN-KG9zl_IwNf0w,36.1631791,-115.1444757,dot3,green,1,18
369,TS7WJefIj-Yzmjw0A81UWA,36.1723561,-115.1160157,dot3,green,1,12
372,Bdle5wtKm63fVsehxbCgHg,36.1738146,-115.1172573,dot3,green,1,15
382,dMnjZzAABWSAF_c8RUwaPg,36.1716577,-115.1463616,dot3,green,1,20
383,PD5tD6cECrOTI9mVztPhvA,36.161095,-115.122786,dot3,green,1,20
385,tcSgN0K3KhgVSSmHOLSWjQ,36.055507,-115.0461821,dot3,green,1,20
388,Du3ESDGEGz65P3i6CnhAQA,36.1720928,-115.1149347,dot3,green,1,9
398,XvULjGguZSsuwRfQLcbdfQ,36.1008769,-115.2445968,dot3,green,1,22
401,ll8SKTQKqajLeLi64-93Qw,36.114821,-115.206845,dot3,green,1,22.5
402,gV2v2jr4IEfYBTNe3TwCrg,36.123589,-115.207512,dot3,green,1,10
405,x3mVrFxyjNXQ7JNqGpw4qQ,36.114935,-115.209737,dot3,green,1,16
406,C2hLJZTGPSWkNKLMUvMjxg,36.11274,-115.21134,dot3,green,1,7.5
412,ziMWTTne8l4UnQs2vXfjIA,36.0999899,-115.227134,dot3,green,1,18
415,Tmc8WOf1an_X6qnCGxM02Q,36.1151551,-115.2019773,dot3,green,1,18
416,UARN2BF_4ijjkB_YEYA8sw,36.114821,-115.206845,dot3,green,1,7
418,Z9wRtVdBs88PeMKcjcx0vg,36.1151927,-115.2320254,dot3,green,1,26
423,f1kMxm5H0xGnUS41KYjmHQ,36.1014934,-115.1884915,dot3,green,1,21
426,bfxwldnm7izbQpz4gj3Cdg,36.1147533,-115.2234426,dot3,green,1,18
430,sfu3PoDKstOM0V8xmsgkKA,36.1233362,-115.2463714,dot3,green,1,7.5
438,EDcyBB-DthAXOQzMSVfGPA,36.114927,-115.195667,dot3,green,1,17.5
439,thCxcIeGIfIcUjipaTcHRQ,36.1010837,-115.2432036,dot3,green,1,17.5
445,oSO6ipffU5EZDj3nuMtzjQ,36.1226985,-115.2430754,dot3,green,1,24
457,PHc0tFBdprjuhwk1bdVGBA,36.1008267,-115.2091768,dot3,green,1,25
460,oS8MRbCJcOVFUAqORLL9BA,36.1104125,-115.2067011,dot3,green,1,20
462,II61MipcxrqZunv-bpqSUw,36.1022441,-115.2009724,dot3,green,1,7.5
466,Cuu-LFE-8rHaGTGoATX2Iw,36.1708712,-115.2062055,dot3,green,1,21
467,xIVf0oSwdhs8He4PokqlHQ,36.180676,-115.179791,dot3,green,1,12
468,0vMCZfuJa5Yfnri9KlQE7w,36.1704969,-115.2061855,dot3,green,1,21
470,KuIhhZRZD0mSHJZTD2IU5g,36.17571197,-115.223681,dot3,green,1,24
473,jTaaL9gLND-qdJurleTQ1w,36.1690465,-115.2057348,dot3,green,1,14
475,4UW9-KiLGAQIlhR0QCJ2Gw,36.1697141,-115.2056418,dot3,green,1,8
477,u40XZVt7tCya8sN8V-m_gA,36.166707,-115.2057774,dot3,green,1,4.5
478,I0kZ5AgtltKOpZIY8jOJBQ,36.1206645,-115.1719992,dot3,green,1,16
479,dm4thvdDU9MKk8sbo6WuBg,36.1209539,-115.1721151,dot3,green,1,30
487,h0Bgl8mTLQCWakpjCRH1fA,36.1301119,-115.137318,dot3,green,1,15
488,equkECCa5WxzICTJr3YpBg,36.1214517,-115.1696112,dot3,green,1,16
493,VAEUkY_a_p94bT3Gnf4FDg,36.142963,-115.119334,dot3,green,1,12
495,Fs9JCi3AtQx2rDP5Vs-3kQ,36.1094088,-115.1727107,dot3,green,1,24
501,9QSK3jux4ZOOfZGpNaDV0A,36.12550354,-115.164238,dot3,green,1,22.5
505,vnY8-SmO_kUmTRVw2BJqmA,36.1635637,-115.244522,dot3,green,1,12.5
506,iA-7EVb0iL9_3sM5FYWcuw,36.1263354,-115.1371159,dot3,green,1,13.5
509,hQigmhYy2uyQUsuk6mauAw,36.128998,-115.137672,dot3,green,1,20
510,Ep1GABlgFfy_L6SrMJisaQ,36.1301802,-115.1784754,dot3,green,1,10.5
515,MlzFZFBm6xhW_eHTTEM3uA,36.105762,-115.172213,dot3,green,1,18
519,GrhM34dlbFI5ZAUFQDqKDg,36.122409,-115.13732,dot3,green,1,6
536,3T-kSwIj0e6uRAArp8khxg,36.1253701,-115.137186,dot3,green,1,18
541,INxjgYJk1vrqIo3XpP2zxA,36.099809,-115.167501,dot3,green,1,12.5
546,2Ju9HrZA8DcV2iEzhUfhnw,36.1275236,-115.1715003,dot3,green,1,27
553,mGqNm8kEq4ZVB1fKLMzImg,36.1212352,-115.1501752,dot3,green,1,14
561,HhQPCtYP6NILk4DbBXNT5g,36.1074947,-115.1560042,dot3,green,1,17.5
571,L2Xw6ogv6iIbQ0RlbAWDdA,36.12706054,-115.1693344,dot3,green,1,20
575,DU5qXUgB9EHThrs3eJO-bg,36.1314439,-115.1648858,dot3,green,1,7.5
576,qeP2nIq3TCmhWFaFvaPtWA,36.1297663,-115.1403874,dot3,green,1,25.5
577,YfQVHk4TyQnL22KPaxirNQ,36.1136101,-115.1599789,dot3,green,1,13.5
580,R0-v-FpOua6lZQV0yGw7rg,36.114395,-115.278107,dot3,green,1,20
583,p7pJGlRlu67kHmlozLOo9Q,36.239137,-115.060063,dot3,green,1,4.5
585,GA-kTDRU4CAKpF2M50RiLg,36.2161071,-115.0982604,dot3,green,1,27
587,uEWmxUPrGqhAzTWWYiK1XA,36.2154013,-115.0982474,dot3,green,1,16
588,M-blqftfBRfOX0V4lJl8zw,36.2157057,-115.0969183,dot3,green,1,12
589,NNGAotTDCNT0qkltmNii8w,36.217297,-115.094825,dot3,green,1,8
590,bLPULh7E6dOeWh5LisgE_g,36.1909791,-115.0622702,dot3,green,1,28
591,qx3ffZQonHYtttXaWd9Z5Q,36.2175585,-115.093421,dot3,green,1,15
593,cvuqmLFFVCY6nJUYWuJxfA,36.2401554,-115.062334,dot3,green,1,9
607,xS-OHIwc_z1eI2Lq0FELCQ,36.144399,-115.269105,dot3,green,1,27.5
610,64T6cR15UY0I_b9ayMiNRg,36.1423419,-115.279203,dot3,green,1,24
618,IaldAGbEtMRqZPZWA66-mw,36.159444,-115.251164,dot3,green,1,16
620,1pKk2TSQmBqcTAIuSQXbAQ,36.1443443,-115.2923953,dot3,green,1,10.5
631,aU_UJVJUzX3gQpeIirsd0w,36.1589122,-115.3114728,dot3,green,1,7.5
634,9xcOsHNgiLSr18ZmFiU9Qg,36.1274488,-115.2794369,dot3,green,1,22.5
636,zNa_IxR49eFTs_EYLE2ZQw,36.1449499,-115.301818,dot3,green,1,25
639,aKP2JIVNqVtXLkSEMHKRsw,36.125183,-115.246394,dot3,green,1,27
656,p6DMePBAQaHN9UCQRqN59A,36.116132,-115.1378273,dot3,green,1,21
660,gcY4e5P1aac-Cj0NePNmPQ,36.0993008,-115.1179154,dot3,green,1,9
661,_fRM3c4SMsja_uqE5Z22CQ,36.101456,-115.118501,dot3,green,1,12
664,_cCISzta6UPejpJku6sB-A,36.074457,-115.17348,dot3,green,1,16
670,p3ROKNu5zyjloIri3xt79g,36.1146707,-115.1355152,dot3,green,1,14
673,yVBDwXTJuhcWdQirPvkPGQ,36.1182271,-115.1378156,dot3,green,1,12
676,FMyJ9s929aMG4rmy3tHmFw,36.1150801,-115.1280709,dot3,green,1,12
681,81dvu5TkKxzm-UWsD9OC-g,36.114264,-115.115197,dot3,green,1,21
692,XHApEDYZZphUL5cw4_Tt6Q,36.090535,-115.171897,dot3,green,1,27
694,8BgYdbHh-aMQ7qPMm-iLvg,36.1164395,-115.1369483,dot3,green,1,30
699,HvGfGAi-Vdd3IkiD9CC0mQ,36.119493,-115.138061,dot3,green,1,14
700,1GGX0LW19kIPoEBgwd65lg,36.1034205,-115.1372536,dot3,green,1,12
705,kUtoL4B9BBVgViPHk9B8EQ,36.115612,-115.13276,dot3,green,1,21
706,ud8COzuslLF48ohHgAIECQ,36.115721,-115.137418,dot3,green,1,28
707,Ks-bqekP7c_lGN-RCBr79Q,36.0948217,-115.173216,dot3,green,1,6
708,CJlD7-4QHoK29bE5nH5aWA,36.114859,-115.136639,dot3,green,1,20
724,iT2b8tAvxWZqNLMlkAqYrA,36.1002158,-115.1119711,dot3,green,1,10.5
725,vPFiYlgyTpoqonN3rZkJhg,36.1003418,-115.0796262,dot3,green,1,30
728,1vqqS1t_dfzhpc-Dx5ZXIA,36.12882834,-115.0658575,dot3,green,1,21
729,esfEW39ZrwbSAyAri3J3PQ,36.099264,-115.113908,dot3,green,1,30
730,2ar68zdqndeXe3mTO0ZZRQ,36.1005561,-115.0656221,dot3,green,1,18
732,GFHxp6-5Bg7QeOps_mJAzg,36.114249,-115.066886,dot3,green,1,12.5
733,K7pos7Om72viTH0FDJfD0w,36.129968,-115.090593,dot3,green,1,13.5
735,JBKIEkpBXbMXlCl50zitww,36.1005504,-115.1150604,dot3,green,1,15
737,ELst29wwfiIddhZ16MkOrA,36.113192,-115.065674,dot3,green,1,17.5
739,K-_erZm_YNzg0Ahzcdx0TQ,36.0998468,-115.1060721,dot3,green,1,10.5
741,zde5J9NoEXB5U0AomiFBZQ,36.115602,-115.102291,dot3,green,1,10
742,DSXXrdwa8IdsLhDcX7FLmQ,36.099157,-115.1162942,dot3,green,1,24
745,1rtF6-YwKFFjtpB22FH12Q,36.0996787,-115.101641,dot3,green,1,7.5
748,4yLNa-WPF8WjYu9sLeD88A,36.115181,-115.069022,dot3,green,1,24
752,e5uRGtS3HNsBayKVy3U05w,36.1299776,-115.1033537,dot3,green,1,18
754,T_gR7-Ojp7k-J5PpUfd2wg,36.100077,-115.116422,dot3,green,1,14
755,mnNrwnFeO9Mdywxs2JY_Ug,36.1300968,-115.109284,dot3,green,1,10
756,boxOMuEguLds_KImannFAw,36.115602,-115.102291,dot3,green,1,21
761,WM6uXQWAWgsM9YqXLZGMUw,36.018727,-115.1190843,dot3,green,1,16
762,UQEf2T_XYszW2F_y7rBNLA,36.0549289,-115.1691491,dot3,green,1,10
767,3kRp-G1crI2wXeUvisz4sg,36.041827,-115.116606,dot3,green,1,15
775,mEEFJKFcIklA8qjUpA_WUQ,36.0128668,-115.1536095,dot3,green,1,18
782,os3J4GBZ-KcMQ334vokDkQ,36.041095,-115.120455,dot3,green,1,20
784,qj2T7GkIVcKCPDFuEqQUrw,36.0203391,-115.117026,dot3,green,1,21
791,tMor6qK373jNQN0Zg0DTUw,36.0549289,-115.1691491,dot3,green,1,16
792,zPn8vsgC8ivGc52PphAuZg,36.021492,-115.120061,dot3,green,1,9
795,JqzYtKiIAdqThOGYBZO6wA,36.0290393,-115.1193516,dot3,green,1,21
800,OrTArReTvdVxEKBAxsz3Ww,36.219158,-115.280424,dot3,green,1,17.5
801,lk3r4iK6nIMGTRyoPgUX8Q,36.21907,-115.276246,dot3,green,1,15
802,WABUiaGydiYUcwVh8oc4cw,36.2338374,-115.2514512,dot3,green,1,30
803,1pIbXL3IyXFmKqQFv-g-dA,36.2185259,-115.2596177,dot3,green,1,12
811,Ys8Kq2JgTZ8vdSBIYt0wpg,36.219153,-115.280851,dot3,green,1,21
823,FwKH3HBlCq304TFYs8iOEQ,36.3011557,-115.2826413,dot3,green,1,3
824,mXa__XDcYHtl0vrJYTH0FA,36.2790286,-115.2635864,dot3,green,1,24.5
826,UJDfIlh5DhrgZ33E5Qmssw,36.2980483,-115.2701861,dot3,green,1,13.5
827,0vxxZSVaCDuRXIiqeZbE4g,36.2996968,-115.2801641,dot3,green,1,20
831,FCjv7fiz3VK-T-0X4q228g,36.1588464,-115.3173853,dot3,green,1,24
832,uxXP8Br6GBUu7k9wTnhJSw,36.1588927,-115.3172783,dot3,green,1,26
835,8p1hx2a-GYQAhQzP5F7yDQ,36.160128,-115.333266,dot3,green,1,16.5
838,9jDEushRcdf5ZGoQLE-aIw,36.1745644,-115.2606002,dot3,green,1,24
845,Nv3oky9GGH5KPiXjXIOSKw,36.1648301,-115.2444959,dot3,green,1,30
853,Yhzb2yXtOBlaGL2lBYpKrA,36.1149017,-115.2618789,dot3,green,1,18
860,cXyrea2I01hwPI1rNkODfA,36.1139187,-115.2795616,dot3,green,1,18
862,EcVXqM7yZZeOO6jrLR-_xA,36.100078,-115.244154,dot3,green,1,10
865,SeKwfKHI09cOSfnu74xoJQ,36.11706,-115.279647,dot3,green,1,30
866,D669LTmtNr13lnszmdkllg,36.12449245,-115.2793863,dot3,green,1,21
