attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",l_-TG9r5iarCepEzXlsHkA,"['Food', 'Beer, Wine & Spirits', 'Grocery']",Charlotte,"1820 E Arbors Dr
Highland Creek
Charlotte, NC 28262","{'Saturday': {'close': '21:00', 'open': '08:00'}, 'Monday': {'close': '21:00', 'open': '08:00'}, 'Sunday': {'close': '21:00', 'open': '08:00'}, 'Friday': {'close': '21:00', 'open': '08:00'}, 'Thursday': {'close': '21:00', 'open': '08:00'}, 'Wednesday': {'close': '21:00', 'open': '08:00'}, 'Tuesday': {'close': '21:00', 'open': '08:00'}}",35.3359058677779,-80.75399637222291,Trader Joe's,['Highland Creek'],True,47,4.5,NC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",VDwAgUlcQX_b1BvWtDEgyQ,"['Food', 'Donuts', 'Grocery']",Scottsdale,"10111 E Bell Rd
Scottsdale, AZ 85260",{},33.639069799999994,-111.864447,Basha's Supermarket,[],True,4,4.0,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2}",Lb844koChPZzN5hmz9DyHg,"['Fashion', 'Shopping', 'Shoe Stores']",Stowe,"Stowe, PA 15136",{},40.4834296,-80.07304909999999,Zappos,[],True,3,5.0,PA,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Delivery': False, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",Zw5fzZhYmrLgdM0CVmGTeA,"['Food', 'Bakeries', 'Grocery', 'Convenience Stores']",Phoenix,"1960 West Baseline Rd
Phoenix, AZ 85041","{'Saturday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}}",33.378337,-112.100751,Fresh & Easy,[],True,29,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Alcohol': 'full_bar', 'Good for Kids': False, 'Outdoor Seating': True, 'Wi-Fi': 'free', 'Smoking': 'yes', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Attire': 'casual', 'Take-out': True, 'Good For Dancing': True, 'Caters': False, 'Takes Reservations': False, 'Coat Check': False, 'Has TV': True, 'Good For Groups': True, 'Music': {'video': False, 'dj': False, 'jukebox': False, 'live': True}, 'Happy Hour': True, 'Price Range': 2, 'Noise Level': 'loud', 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Delivery': False, 'Accepts Credit Cards': True, 'Good For': {'lunch': True, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Waiter Service': True}",NczaqzFtDId9GmVTy2GWHg,"['Arts & Entertainment', 'American (Traditional)', 'Music Venues', 'Bars', 'Nightlife', 'Restaurants']",Pittsburgh,"2749 Noblestown Rd
West End
Pittsburgh, PA 15205",{},40.4211121,-80.066862,The Hop House,['West End'],True,30,3.5,PA,business
"{'Wheelchair Accessible': True, 'Alcohol': 'beer_and_wine', 'By Appointment Only': False, 'Good For Groups': True, 'Outdoor Seating': True, 'Delivery': False, 'Wi-Fi': 'free', 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}, 'Attire': 'casual', 'Dogs Allowed': False, 'Noise Level': 'average', 'Caters': False, 'Ambience': {'romantic': False, 'intimate': False, 'upscale': False, 'trendy': False, 'hipster': False, 'casual': True, 'touristy': False, 'classy': False, 'divey': False}, 'Take-out': False, 'Accepts Credit Cards': True, 'Good For': {'lunch': False, 'dinner': True, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Has TV': True, 'Price Range': 2, 'Takes Reservations': False, 'Waiter Service': True, 'Good for Kids': False}",KmrWIaomwSgQm6uWPNt3oA,"['Arts & Entertainment', 'Food', 'Beer, Wine & Spirits', 'Wineries', 'American (New)', 'Restaurants']",Charlotte,"7824 Fairview Rd
South Park
Charlotte, NC 28226","{'Saturday': {'close': '23:00', 'open': '10:00'}, 'Monday': {'close': '23:00', 'open': '10:00'}, 'Sunday': {'close': '18:00', 'open': '12:00'}, 'Friday': {'close': '23:00', 'open': '10:00'}, 'Thursday': {'close': '23:00', 'open': '10:00'}, 'Wednesday': {'close': '23:00', 'open': '10:00'}, 'Tuesday': {'close': '23:00', 'open': '10:00'}}",35.1474555,-80.809042,Foxcroft Wine Co,['South Park'],True,27,4.0,NC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",BkYxa8qSaAWBUV8m82UPKw,"['Hardware Stores', 'Shopping', 'Home & Garden']",Scottsdale,"8449 E McDonald Dr
Scottsdale, AZ 85250","{'Saturday': {'close': '18:00', 'open': '07:30'}, 'Monday': {'close': '19:00', 'open': '07:30'}, 'Sunday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '19:00', 'open': '07:30'}, 'Thursday': {'close': '19:00', 'open': '07:30'}, 'Wednesday': {'close': '19:00', 'open': '07:30'}, 'Tuesday': {'close': '19:00', 'open': '07:30'}}",33.5238804,-111.8988878,Paul's Ace Hardware,[],True,13,4.5,AZ,business
"{'Dogs Allowed': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",ShUSw5yD7EFWBOiq_CuHMQ,"['Local Services', 'Computers', 'Shopping', 'IT Services & Computer Repair']",Scottsdale,"7119 E Shea Blvd
Scottsdale, AZ 85254","{'Saturday': {'close': '16:00', 'open': '11:00'}, 'Monday': {'close': '19:00', 'open': '10:00'}, 'Friday': {'close': '19:00', 'open': '10:00'}, 'Thursday': {'close': '19:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}}",33.581154,-111.927268,RedSeven Computer Repair,[],False,37,5.0,AZ,business
{'Good for Kids': True},L3BSpFvxcNf3T_teitgt6A,"['Arts & Entertainment', 'Stadiums & Arenas']",Surprise,"15960 North Bullard Avenue
Surprise, AZ 85374",{},33.629158200000006,-112.37680220000001,Surprise Stadium,[],True,53,4.0,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 3, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",SN2W_d403XoXnY7CX61B5w,"['Art Supplies', 'Shopping', 'Arts & Crafts']",Scottsdale,"15821 N 79th St
Scottsdale, AZ 85260",{},33.629627899999996,-111.909773,i-Scrap,[],False,3,2.5,AZ,business
"{'Dogs Allowed': False, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",BxyR-Jg6REAXf7gVWt80cw,"['Shopping', 'Home Services', 'Building Supplies', 'Home & Garden', 'Local Services', 'Community Service/Non-Profit', 'Furniture Stores']",Phoenix,"115 E Watkins St
Phoenix, AZ 85004","{'Saturday': {'close': '17:00', 'open': '08:00'}, 'Monday': {'close': '17:00', 'open': '08:00'}, 'Friday': {'close': '17:00', 'open': '08:00'}, 'Thursday': {'close': '17:00', 'open': '08:00'}, 'Wednesday': {'close': '17:00', 'open': '08:00'}, 'Tuesday': {'close': '17:00', 'open': '08:00'}}",33.425314,-112.072919,Habitat ReStore - Phoenix,[],True,12,3.5,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 3, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': True}}",s7qOeE422mBDlDiXAVGTZg,"['Sporting Goods', 'Fashion', 'Shopping', 'Sports Wear']",Charlotte,"Blakeney Shopping Center
9816  Rea Rd, Ste I
Ballantyne
Charlotte, NC 28277","{'Saturday': {'close': '20:00', 'open': '10:00'}, 'Monday': {'close': '19:00', 'open': '10:00'}, 'Sunday': {'close': '18:00', 'open': '12:00'}, 'Friday': {'close': '20:00', 'open': '10:00'}, 'Thursday': {'close': '20:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}}",35.035319,-80.80612099999999,TrySports,['Ballantyne'],True,12,3.5,NC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",RL7JrGUD0CM39IbxYGFOLA,"['Food', 'Grocery']",Middleton,"6800 Century Ave
Middleton, WI 53562",{},43.1076606,-89.4980877,Copp's Food Center,[],True,5,3.5,WI,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': False, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",0Z1DUFqHR550eQcRyDVimg,"['Food', 'Grocery']",Charlotte,"6454 Albemarle Rd
Eastland
Charlotte, NC 28212",{},35.201485,-80.7347214,Aldi,['Eastland'],True,4,4.0,NC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",bxuKrGz1C4kXm_kjILdfAA,"['Food', 'Grocery', 'Farmers Market']",Mesa,"5225 East Southern Avenue
Mesa, AZ 85206","{'Saturday': {'close': '22:00', 'open': '07:00'}, 'Monday': {'close': '22:00', 'open': '07:00'}, 'Sunday': {'close': '22:00', 'open': '07:00'}, 'Friday': {'close': '22:00', 'open': '07:00'}, 'Thursday': {'close': '22:00', 'open': '07:00'}, 'Wednesday': {'close': '22:00', 'open': '07:00'}, 'Tuesday': {'close': '22:00', 'open': '07:00'}}",33.392263,-111.718076,Sprouts Farmers Market,[],True,45,4.0,AZ,business
"{'Wheelchair Accessible': False, 'Accepts Credit Cards': True, 'Price Range': 1}",9jBTMRNxvYyyHAlCGVO91Q,"['Videos & Video Game Rental', 'Books, Mags, Music & Video', 'Shopping']",Phoenix,"PO Box 52081
Phoenix, AZ 85072",{},33.45,-111.97,Netflix,[],True,31,4.0,AZ,business
{},bcNdSkN2wwiZ_VVpRbnhyg,"['Casinos', 'Arts & Entertainment', 'Pool Halls', 'Nightlife']",Saint-Leonard,"8868 Langelier Boul
Saint-Leonard, QC H1P 3C8",{},45.6007991,-73.5962212,Ciociaro Sport Bar,[],True,3,3.5,QC,business
{},jBoJrrdIn6yhZ_xLdNwI3Q,"['Flea Markets', 'Shopping']",Montréal,"3250 Cremazie Boul E
Montréal, QC H2A 3N9",{},45.5629278,-73.605572,Marché aux Puces St-Michel,[],True,5,4.5,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",uFN0irJ2goKBr8IITzcTOQ,"[""Children's Clothing"", 'Fashion', 'Shopping', 'Home & Garden', 'Baby Gear & Furniture', 'Furniture Stores']",Montreal,"9540 Saint-Laurent Boul
Montreal, QC H2N 1R1",{},45.5454342,-73.6550336,Bo Bebe,[],True,5,3.5,QC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",UFzmpJXDz_JIiLmFqjdlyQ,"['Food', 'Specialty Food', 'Grocery', 'Fruits & Veggies']",Montreal,"1155 Rue Jarry E
Montreal, QC H2P 1W9",{},45.5488243092614,-73.62489084364509,Iga Supermarche Deziel,[],True,3,3.5,QC,business
{'Good for Kids': False},fFEVYnq99wL_LWnP3eQ8dQ,"['Arts & Entertainment', 'Casinos']",Montréal,"1, Avenue du Casino
Montréal, QC H3C 4W7","{'Saturday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}}",45.505601308568004,-73.52566090130901,Casino de Montréal,[],True,50,3.0,QC,business
{'Good for Kids': True},H64dypD_UfxAw_RfOTZ-9Q,"['Arts & Entertainment', 'Cinema']",Montréal,"6900, Boulevard Décarie
Montréal, QC H3X 2T8",{},45.4918782,-73.64830529999999,Dollar Cinéma,[],True,17,4.0,QC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",-d2k8qkoZINM2vDsiMthkw,"['Food', 'Grocery']",Saint-Laurent,"1757 Marcel-Laurin Boul
Saint-Laurent, QC H4R 1J5","{'Sunday': {'close': '17:00', 'open': '08:00'}}",45.5172782,-73.699455,Maxi & Cie,[],True,3,1.5,QC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",kouF7L7rfk4dsj9xYX6sSA,"['Food', 'Grocery']",Montréal,"2001 Rue Sauvé W
Montréal, QC H4N 3L6","{'Saturday': {'close': '18:30', 'open': '08:30'}, 'Monday': {'close': '20:00', 'open': '09:00'}, 'Sunday': {'close': '18:00', 'open': '08:30'}, 'Friday': {'close': '21:00', 'open': '09:00'}, 'Thursday': {'close': '21:00', 'open': '09:00'}, 'Wednesday': {'close': '20:00', 'open': '09:00'}, 'Tuesday': {'close': '20:00', 'open': '09:00'}}",45.534663232031,-73.666309370094,Marché Adonis,[],True,14,4.5,QC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",-s8hkTbXyN8h-jQgesHrng,"['Fashion', 'Shopping', 'Sporting Goods', 'Bikes', 'Sports Wear', 'Outdoor Gear']",Montreal,"8989 de l'Acadie Boulevard
Montreal, QC H4N 3K1","{'Saturday': {'close': '18:00', 'open': '09:00'}, 'Monday': {'close': '19:00', 'open': '10:00'}, 'Sunday': {'close': '17:00', 'open': '10:00'}, 'Friday': {'close': '21:00', 'open': '10:00'}, 'Thursday': {'close': '21:00', 'open': '10:00'}, 'Wednesday': {'close': '19:00', 'open': '10:00'}, 'Tuesday': {'close': '19:00', 'open': '10:00'}}",45.5322386890355,-73.651790074498,MEC Montreal - Marche Central,[],True,7,3.5,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",lB6sWYSWnLn4CVkNz-Vo0g,"['Shopping', 'Home & Garden', 'Furniture Stores']",Saint-Laurent,"9191 Boulevard Cavendish
Saint-Laurent, QC H4T 1M8",{},45.492251335061,-73.691784118495,IKEA -Montréal,[],True,20,3.0,QC,business
"{'Accepts Credit Cards': False, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",KrxWwCigpcu3b8DhwyKJqg,"['Food', 'Grocery']",Laval,"705 Boul Cure-Labelle
Laval, QC H7V 2T8",{},45.538540999999995,-73.7458391,Marche Adonis,[],False,4,4.5,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",POX7II8wZ6GusUxzhD0-cw,"['Shopping Centers', 'Shopping']",Laval,"3035 Boulevard Le Carrefour
Laval, QC H7T 1C8","{'Saturday': {'close': '17:00', 'open': '09:00'}, 'Monday': {'close': '21:00', 'open': '10:00'}, 'Sunday': {'close': '17:00', 'open': '10:00'}, 'Friday': {'close': '21:00', 'open': '10:00'}, 'Thursday': {'close': '21:00', 'open': '10:00'}, 'Wednesday': {'close': '21:00', 'open': '10:00'}, 'Tuesday': {'close': '21:00', 'open': '10:00'}}",45.5701739,-73.7519887,Carrefour Laval,[],True,19,4.0,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",gKqKKDluvjmlZY32P65hpQ,"['Food', 'Specialty Food', 'Grocery']",Laval,"2137 Boul Cure-Labelle
Laval, QC H7T 1L4",{},45.5541807,-73.7633341,Iga Daigle,[],True,3,3.0,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': True, 'lot': False, 'street': False}}",JfnOy_PPh5w9DCs7S_rPYQ,"['Electronics', 'Shopping', 'Appliances', 'Home & Garden', 'Furniture Stores']",Lasalle,"6867 Newman Boul
Lasalle, QC H8N 3E4",{},45.4474338,-73.6102132,Brick,[],True,4,1.5,QC,business
{'Good for Kids': True},7mEKhKtjsH987Qua7IWj8Q,"['Arts & Entertainment', 'Cinema']",Lasalle,"7852 Champlain Boul
Lasalle, QC H8P 1B3",{},45.4274269,-73.61137120000001,Cinemas Cineplex Odeon,[],True,3,2.0,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",C_EbQ9TvjP2plGyIVyE54Q,"['Food', 'Grocery']",Roxboro,"4601 Boulevard des Sources
Roxboro, QC H8Y 3C5",{},45.5013472,-73.81419609999999,Marché Adonis,[],True,6,4.5,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",4dSZ4w_D-1qvCvsoVln6Jw,"['Food', 'Grocery']",Dollard-Des-Ormeaux,"3291 Boul Des Sources
Dollard-Des-Ormeaux, QC H9B 1Z6",{},45.483107000000004,-73.7958355,Super C,[],True,3,3.0,QC,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",5aacSP9dqZLrl5GCyb-H2w,"['Grocery', 'Shopping', 'Wholesale Stores', 'Food', 'Automotive', 'Tires']",Pointe-Claire,"5701 Trans Canada Highway
Pointe-Claire, QC H9R 1B7",{},45.469407700000005,-73.81684279999999,Costco Wholesale,[],True,6,5.0,QC,business
"{'Dogs Allowed': True, 'Wheelchair Accessible': False, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': True}}",9sbEa7ytEZpfuctaDmwMwg,"['Hobby Shops', 'Shopping', 'Toy Stores']",Pointe-Claire,"290 Chemin Du Lac
Ste 105
Pointe-Claire, QC H9S 4L3","{'Saturday': {'close': '17:30', 'open': '09:30'}, 'Monday': {'close': '18:00', 'open': '10:00'}, 'Sunday': {'close': '17:00', 'open': '12:00'}, 'Friday': {'close': '20:00', 'open': '10:00'}, 'Thursday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '18:00', 'open': '10:00'}, 'Tuesday': {'close': '18:00', 'open': '10:00'}}",45.429072999999995,-73.825661,Bilibaloo Jeux Et Jouets,[],True,3,5.0,QC,business
{'Good for Kids': True},MwMN5WuFIvEZVHoPsakspA,"['Arts & Entertainment', 'Cinema']",Kirkland,"3200 Rue Jean-Yves
Kirkland, QC H9J 2R6",{},45.440478024222,-73.889766942257,Le Colisee Kirkland,[],True,6,3.0,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",OS8m3Y2kTI2cMaI3Z4SI4Q,"['Sporting Goods', 'Shopping']",Dollard-Des-Ormeaux,"3597 Boul Saint-Jean
Dollard-Des-Ormeaux, QC H9G 1W9",{},45.4702836,-73.8318119,Sports Gilbert Rousseau,[],True,3,2.5,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",f3dBcIQfV7vUV6QmjlkE2g,"['Tires', 'Automotive', 'Grocery', 'Food']",Brossard,"9430 Boul Taschereau
Brossard, QC J4X 2W2",{},45.4339492,-73.477264,Costco Wholesale,[],True,4,5.0,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",3LkvrUTQ2AKQOxBX1Jsv4g,"['Food', 'Grocery']",Brossard,"8080 Boul Taschereau
Brossard, QC J4X 1C2",{},45.461759625038994,-73.46417822618,Kim Phat,[],False,3,4.0,QC,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",lfD_34ceqKZtkYQZMWYZHQ,"['Tires', 'Automotive', 'Hardware Stores', 'Shopping', 'Home & Garden']",Kitchener,"1080 Victoria Street N
Kitchener, ON N2B 3C4","{'Saturday': {'close': '18:00', 'open': '08:00'}, 'Monday': {'close': '20:00', 'open': '08:00'}, 'Sunday': {'close': '18:00', 'open': '08:00'}, 'Friday': {'close': '20:00', 'open': '08:00'}, 'Thursday': {'close': '20:00', 'open': '08:00'}, 'Wednesday': {'close': '20:00', 'open': '08:00'}, 'Tuesday': {'close': '20:00', 'open': '08:00'}}",43.4658204,-80.45922540000001,Canadian Tire Associate Stores,[],True,3,2.5,ON,business
{},Ie8mQW4vXjMXaAay-A3Ntw,"['Newspapers & Magazines', 'Books, Mags, Music & Video', 'Tobacco Shops', 'Shopping', 'Bookstores']",Kitchener,"15 King Street W
Kitchener, ON N2G 1A1",{},43.4499528,-80.4894709,Walper Tobacco Shop Ltd,[],True,3,3.0,ON,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",FrLypyNxt3VqFN2XQgB5ew,"['Videos & Video Game Rental', 'Books, Mags, Music & Video', 'Shopping', 'Music & DVDs']",Kitchener,"385 Fairway Road S
Kitchener, ON N2C 2N9",{},43.419861100000006,-80.44122790000002,The Beat Goes On,[],True,3,3.5,ON,business
"{'Accepts Credit Cards': True, 'Delivery': False, 'Good for Kids': True, 'Good For': {'lunch': False, 'dinner': False, 'latenight': False, 'brunch': False, 'breakfast': False, 'dessert': False}, 'Take-out': False, 'Takes Reservations': False}",3VSgwEgiYQg9xulyRjvYTg,"['Food', 'Grocery', 'Delis', 'Restaurants']",Kitchener,"4438 King St E
Kitchener, ON N2P 2G4",{},43.4060619,-80.3920686,Costco Wholesale,[],True,3,3.5,ON,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': False, 'street': False}}",kpLQEM_oOgFCdtN4G8JQbg,"['Shopping Centers', 'Shopping', 'Outlet Stores']",Waterloo,"25 Benjamin Road
Waterloo, ON N2V 2G8",{},43.5093982,-80.5545309,St Jacobs Factory Outlet Mall,[],True,3,3.0,ON,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",ZtM2M2uxNNGHriS2AMKULA,"['Food', 'Grocery']",Waterloo,"75 King St S
Waterloo, ON N2J 1P2",{},43.4639601,-80.5223735,Waterloo Valumart,[],True,4,2.5,ON,business
"{'Accepts Credit Cards': True, 'Good for Kids': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",x_g8UMrX4nWdh8Dvl4LWWA,"['Arts & Entertainment', 'Botanical Gardens']",Cambridge,"2500 Kossuth Road
Cambridge, ON N3H 4R7",{},43.4517703,-80.3670682,Cambridge Butterfly Conservatory,[],True,6,4.0,ON,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",9zJiBcKFa4F5xYwRuR1Law,"['Food', 'Grocery', 'Convenience Stores']",Avondale,"10725 W Thomas Rd
Avondale, AZ 85323","{'Saturday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}}",33.478373,-112.29056899999999,Fresh & Easy,[],True,13,4.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",X14VzZRXufukyYvwe3JJIQ,"['Electronics', 'Shopping']",Avondale,"10035 W Mcdowell Rd
Avondale, AZ 85323",{},33.4646804,-112.27577609999999,Best Buy,[],True,19,2.5,AZ,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",qDKU4lHsJ5viB2gjP-bjsA,"['Food', 'Arts & Entertainment', 'Wineries']",Surprise,"14719 W Grand Ave
Surprise, AZ 85378",{},33.6614667,-112.3796119,Kokopelli Winery,[],False,13,2.5,AZ,business
"{'Accepts Credit Cards': True, 'Price Range': 2, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",jOm-vopfO1Ta9inxVNC-QQ,"['Hardware Stores', 'Auto Repair', 'Shopping', 'Home & Garden', 'Automotive']",Verona,"600 Hometown Cir
Verona, WI 53593","{'Saturday': {'close': '20:00', 'open': '08:00'}, 'Monday': {'close': '21:00', 'open': '08:00'}, 'Sunday': {'close': '18:00', 'open': '09:00'}, 'Friday': {'close': '21:00', 'open': '08:00'}, 'Thursday': {'close': '21:00', 'open': '08:00'}, 'Wednesday': {'close': '21:00', 'open': '08:00'}, 'Tuesday': {'close': '21:00', 'open': '08:00'}}",42.994428000000006,-89.521856,Blain's Farm & Fleet,[],True,14,4.0,WI,business
"{'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Price Range': 1, 'Parking': {'valet': False, 'garage': False, 'validated': False, 'lot': True, 'street': False}}",feIWjOPD2lJFTDrdx-RRKA,"['Food', 'Ethnic Food', 'Grocery', 'Specialty Food']",Charlotte,"3122 Eastway Dr
Charlotte, NC 28205","{'Saturday': {'close': '22:00', 'open': '09:00'}, 'Monday': {'close': '22:00', 'open': '09:00'}, 'Sunday': {'close': '22:00', 'open': '09:00'}, 'Friday': {'close': '22:00', 'open': '09:00'}, 'Thursday': {'close': '22:00', 'open': '09:00'}, 'Wednesday': {'close': '22:00', 'open': '09:00'}, 'Tuesday': {'close': '22:00', 'open': '09:00'}}",35.213196,-80.783028,Atlantic Farmers Market,[],True,11,3.5,NC,business
