business_id,latitude,longitude,stars,review_count,success_cat
5FzwrpRes4EdkVQrtg_qJQ,33.364569,-112.073612,2.5,3,1
dipzJ5BExpm6BtJ91mXd4Q,33.3359999365212,-111.875639841767,4.0,188,10
8MKeIqMlo6gTqBqXC0sj3A,33.414938,-111.905131,4.0,298,10
lleBpckOoHmbQSmO7MWr4A,33.3329516,-111.9472856,4.0,17,5
8T5svijmw6DwDy8-1ZRFSg,33.6112827,-112.3592286,3.5,12,4
5ZH0Gc2i1Sr9Uq-dwWRlzw,33.613425,-111.923871,4.5,111,9
VXuvmtDipL_WRwc0NTM3iQ,33.507884,-112.045735,3.5,49,7
fM1IIa5mRAVoS10l0aFT1w,33.633006,-112.237477,3.5,39,7
TwMfahsPHFnkLiqqvyalAQ,33.3933042,-111.8536943,3.0,44,7
6ZYt8IChJmH3Ra5IqnlivA,33.3345479,-111.9619158,3.0,24,6
F83LblellrJu8dFdu3U2Sw,33.574998,-111.905421,4.0,15,5
RdMnnZDQQxPPhhKEDkjGmw,33.7413011,-112.3207963,3.5,12,4
BojnLUPz5IzZKyQocGc7uw,33.509991,-112.103239,4.0,30,6
5I3H_dsz7u90rir67QJq_w,33.421643,-111.892332,3.0,41,7
WxZ7lWnN_AJCa8-Vd1A7ZQ,33.5818256,-112.1241562,4.5,10,4
HtOr8cabgigirtDkN-oBcQ,33.442375,-111.955643,3.5,21,5
h0AZ9oNnaKa5tS0R2qWRgQ,33.6569121,-111.8664874,4.0,15,5
yCQ2KC8OETCyQDCRw7mXrg,33.4947065,-112.2919195,3.5,18,5
QZ0IytLrt6z5DCqiP_LJbA,33.5324161,-112.2634935,3.0,3,1
puy0PzIcCgR3KWJI7llBFQ,33.433836,-111.866889,3.5,89,9
LNP-i3U9HdLQaPMKc2WISg,33.536729,-112.264529,2.5,6,2
WdpPGvnZ27jrSTXpYgSsDA,33.475302,-111.925588,3.5,19,5
hQZGxLGcqSWb89ZFhdExjA,33.626344,-112.132496,2.5,3,1
LRuIY8JFqadCSYLo242MGg,33.449777,-112.075344,4.0,86,9
xSVpRivdivdz1qgEdgXkAQ,33.4872128,-112.3626572,3.5,5,2
LsHqtkdZPorIC9xOZEpz6A,33.3058418,-111.9693549,3.5,13,4
qy7NtAyd7SXXPM0H44XVAg,33.378388,-112.033113,2.0,27,6
wjdliX7p3uNZJSSiwB737w,33.4497949,-111.9264514,3.5,61,8
riIpmJ8cgVZi9-mxYq5L_w,33.844333,-112.1339004,3.0,40,7
W-Juya_a9cMGUHkUbtQzLQ,33.3933862,-111.8729754,4.0,9,3
kSWu7MCwCTjqsmRzrnx92A,33.5405604,-112.2632995,2.0,67,8
Uke8Pq1m918WW0n0_jEmWw,33.6252063328701,-111.941177845001,3.5,57,8
Knb3qsWKs9765JAGwyV1mA,33.275932,-111.7889935,2.5,15,5
DGtOkc0KNTyK8rDkmsPNYw,33.4325515877147,-111.907124519348,4.0,187,10
AbS4rMXc19XJJcXVZDhy7w,33.306107,-111.8609857,3.5,29,6
DL8sIhW5Ew7dXvYxEOj9TQ,33.5014554,-111.9182019,3.0,4,1
QeQQon7GReMtjQiqKgln_w,33.6530938,-112.235818,4.0,186,10
r4AG1WXCRWkZKQctrcy9FA,33.5537764,-112.2698922,4.0,198,10
oBVS96DtPGk9GU8zPx5Hjg,33.3406142682501,-111.970283743127,3.5,50,8
o_w69y1M6pkKetd1w43i_w,33.308416492549,-111.74323310078,4.0,199,10
WiAY7lyT-DC7Zk3StMMp0g,33.3805696,-111.7888113,3.0,38,7
aOR_hD-xXsnU6bgVcJ3uXw,33.337119,-111.840306,4.0,67,8
q34vLVEbHPzS0ZUC8XGsVw,33.682848,-112.203559,2.0,5,2
T8xI1f3_yHzhrquCZh07Wg,33.4917397,-112.0744818,4.0,10,4
Se_Ec1GbC7v35OhuHHXgyQ,33.610405,-112.340639,4.0,41,7
p7m9uYWxKSFCF-qC7hPxPQ,33.6402004,-112.0645843,3.5,63,8
YvQKDmSQqs-R7vPEWV2EiA,33.277988,-111.7891648,3.5,77,9
0q98gY5I_5Ad_zLowCDkGA,33.7129792,-112.2761916,3.0,65,8
Fg5VkQsHRm7V1Hq9GEsUBg,33.5795554,-112.123557,3.0,39,7
jfXqQTdxktGQWkELGn-7wA,33.3938594,-111.6893014,3.5,74,9
6v0vQm3wXzaFoEywvpbnqg,33.552411,-112.269291,3.5,130,10
OdE9_UkwOe5I8VoPdedq2w,33.5825532,-111.9301931,4.0,7,3
2bdKR3l4o-S1CscLqqnvVw,33.421453,-111.950563,4.0,181,10
JM6X0PJBcMkAjOuZqMaZsQ,33.5520386,-112.2685135,4.0,124,9
FyN6aerPklmO8weJbGlPsg,33.430535,-112.345359,3.5,6,2
wU1dsWiCpxbWaJkB4KxU5Q,33.508972,-112.3415194,3.5,14,4
pBBN3KhKTETvjeWg-MXJGA,33.50689,-112.358641,3.5,4,1
CV4DDFG6tII-ehzaWPXK4g,33.6674187,-112.1203279,4.0,85,9
LaRo1F0bOEZo4p11bfkshA,33.2812044,-111.7901104,4.0,33,7
vzEd_dKnAtBQPyuNCOb43Q,33.3779444,-112.1713758,2.0,48,7
Q5diW79GD0MSJ10j1HCf8Q,33.586891,-112.11578,1.0,4,1
J7ZNnzbCoyMqd-y608wl6A,33.3307646,-111.9813995,2.5,7,3
TAlmdEr0RNWZh9IiUS_BLA,33.6990679,-111.917683,3.0,59,8
x0NOgX6P4x-82cC0kcO1hg,33.4720905777243,-112.39201426506,4.0,75,9
rN2cc4bXzlsIxhWEoolBTg,33.4517119,-111.9166747,4.5,172,10
JLrAD5J7O0xIdtUHb21jvQ,33.4660663,-112.0582801,4.0,66,8
6G-Sw9_Ze0ojNiYh2bYfqg,33.5356776,-112.3416589,2.5,9,3
QXWXLEVGeONoZHLmHuFemQ,33.3786964,-111.979676,3.0,16,5
Q777p0iKcL-3k1171OW1TA,33.3777009,-112.0292056,4.0,23,6
glDy-a_H8hEuUwKp7-RUcQ,33.46722,-112.340311,3.0,3,1
bBbzOAtmmgdou5lCFEKr9w,33.4804297,-111.9974992,3.0,18,5
UOA5soaz7A1MLN7LJaDuYw,33.3859602,-111.753797,2.5,3,1
S85y5Iv3LlVsy2sjqHdGhg,33.5019519,-111.9514403,3.5,40,7
QxHM7gQ7RcRHjnmr63xQnQ,33.5834251,-111.9768837,3.0,45,7
xaAUyMQRx9N8t5lNhDjIjg,33.352691,-112.4462832,3.5,3,1
U8VA-RW6LYOhxR-Ygi6eDw,33.5376858,-112.3576963,4.0,52,8
yf6D0CPoeb1_ZUBYUEIEpg,33.569041,-111.8872821,4.0,26,6
5GpjxIXq_12jZHMBQk0LKA,33.6914,-111.9975,4.5,3,1
tl9XIP5trlkcuSfTQqe5jg,33.454011,-112.393164,2.0,9,3
DcrM4hwDcU2G6vuh2cnaYQ,33.5100242,-112.0152854,4.0,319,10
A4GZVV0M7qRokP1TC7jn4w,33.7150071,-112.1129733,2.5,28,6
1M4oczf2lmkdgbrJ3J7OqA,33.5114545317438,-112.028513257672,4.0,186,10
QMN_F0PIReU6QbyEuGSYhg,33.5221451,-112.0649741,4.5,63,8
QFHqziOcSXsZTQ4QGIqmtQ,33.3050646,-111.9985862,4.5,6,2
-qsNR9gEq09KFor_OxpNsQ,33.6720887,-112.1848321,3.5,73,8
DXADDERHdunEdkwo9_t7gg,33.451328,-112.3411984,3.0,20,5
hECOlng2SZ97IbUcabRH2Q,33.449806,-112.3582136,3.5,30,6
XpBoRklDb4J_Qzg3PIGUJg,33.4944067,-112.3584503,3.5,67,8
nF6BEm0IBxvl3XumZ91dbw,33.6385041,-112.3569175,3.0,31,6
kN8792XEJfCtpD5GJLmI6g,33.64032,-112.361552,4.0,63,8
tk9eG67j-pv6cwucIAYCuA,33.3272293976361,-111.687355041504,3.5,49,7
5uRaUf0eNyJgIdwAkIOM7Q,33.468226,-112.221156,4.0,29,6
xDC-INBKuwl8PowsJ-02Qg,33.324014,-111.687634,3.5,52,8
PejTHpMkh8sJZGdGaZuPpw,33.6397684,-112.1188971,3.0,25,6
wzQAmzQopWcfoCG8lfiE_w,33.683666,-112.098958,3.5,30,6
_eCrBSIXbGEW62ynS2_0lA,33.654355,-112.099227,1.5,12,4
a5ovPlhQkcA27FFu664xKA,33.3777494,-112.073407,3.0,8,3
jQ2xFPU8NMUleQhzJKXAbw,33.2528,-111.5239,2.5,15,5
7m93HSBV1UrdHZBJwdUVJA,33.5271966,-111.9259109,3.5,89,9
KlT-sy8AvL8zq3nPVjMPUA,33.580671,-112.134508,3.5,11,4
FhjdZ2DtjVgCfK47bYO6sw,33.5311999426978,-111.966584843903,4.0,74,9
tiLDQO66G69FBHdnndLUAg,33.1372098032955,-111.539136171341,2.5,34,7
uudctBsXXn6GvRGRUbtrEQ,33.727869,-111.853763,3.5,48,7
zv92SeuVPQdof0PdgN056g,33.506562,-112.031005,3.5,3,1
nRoDGEPYMObdc-G3x1v-Eg,33.538033,-111.908055,2.5,25,6
sQk1LWzdEfzxEcGdf9cv0A,33.53226,-112.17908,3.0,4,1
QAUDLYNxhHGdUn5YP7au_w,33.5674031,-112.1350865,3.0,8,3
LMjl-bvnCZKhMrc2OT9ptg,33.3354210881892,-111.962420201212,3.5,38,7
4sW8Z6NLXLRkruSKSKUEUw,33.465462,-112.078017,3.5,154,10
cpkgfMndi5ASbqGuBPz34g,33.904659,-112.14556,4.0,9,3
z-5F-tlpAUci4obI3Gl2ow,33.3931285,-112.1320278,2.5,25,6
XaMp0myaLiXWRxrzYzwQxw,33.4063229,-112.0999257,4.0,5,2
E4KKFmUsWzgv-pPISdi1BQ,33.4327384,-111.90663,3.5,53,8
JUlwoai_WikznIEQ7XCENA,33.386503,-112.100492,2.0,7,3
IzE2C8U4IKdXG3qh1-TKZA,33.7001016077623,-111.924821299143,3.5,79,9
C_KNnklWpDle6mioOPwTJw,33.7413011,-112.3207963,3.0,6,2
-B3bkPTP8jyAs266Dk7VvA,33.305850709189,-111.74344810836,4.0,49,7
9ziO3NpoNTKHvIKCBFB_fQ,33.4515753,-112.0699863,3.5,273,10
QUtmIFtYU0d3udJVTEmu5w,33.510482269451,-111.9115363084,3.5,6,2
kqGbGsG2p6Y3vkplCKyE9g,33.621274848681004,-111.89906435395199,4.0,215,10
aLN2XFNX3cpk3PKkQuafGA,33.450327,-112.342703,3.0,15,5
SzUtb20AMaMa5u_AFbzX7w,33.383123,-111.964485,3.0,12,4
CMvCbtkcHH9Gp0S3w1_aQA,33.2341019292333,-111.789879798889,3.5,34,7
Io9LipJHJZqHAfO3nmiPAQ,33.4985585,-112.3578056,3.5,28,6
cNGI_5GbfNFbZBMQZ-s-UQ,33.566128,-112.07346,4.0,57,8
Nm9_4UEQgZ8nKTtgXKTNPQ,33.636898,-112.2339842,2.5,103,9
35uDzLpJlbSztgkJLtg1kw,33.3624563,-111.9126663,4.0,135,10
pLCRUdm0YGfRL3lR9PSkcA,33.450123,-111.719349,4.0,93,9
NB3Oli21be-k4r_iy4oC0Q,33.293754,-111.773654,3.5,3,1
M6SQ1dITqcuj-sAvg8_ITg,33.3778998,-112.0365448,3.5,33,7
6tq-oJui3bsePoAFn6x-sQ,33.4228482774285,-111.921341417969,3.0,43,7
1f_DXcxpAKfILKK6cDPLxQ,33.3345061,-111.9676661,3.5,20,5
hwXFp8FKJ7ivQb8_f4X23g,33.464433,-111.908319,4.0,97,9
SmY_Xw31b2xyzsKbimQiHQ,33.425486,-111.9402425,4.0,30,6
qlrZzAktK8wODSHxhLEK7w,33.508952,-112.067011,3.5,208,10
G_2CWsU7GYwhNqptrLXUBg,33.516464,-112.0823359,4.5,47,7
Qchl3BUVrwGM7h8Qduw6Aw,33.456078429468,-112.06844329834,3.5,7,3
LQWa1oFDa5xpjfaYHwBwqQ,33.3053808,-111.8412081,3.0,3,1
9lWwAw9u1IVlYKbGiVOTFg,33.6577429,-111.929248,3.5,10,4
7kKOmFM1HBtJY3gMT5Lj-g,33.316239,-111.968917,4.0,8,3
qgqTBJwxwOlI2V7FUjq_Yw,33.3350531,-111.9445728,3.0,3,1
OeDRfvftWBp3avCfWrQi1g,33.2807109,-111.790341,3.0,9,3
zn_gLMU-Lr3wleSPd-nmbg,33.82895,-112.1217,3.0,3,1
8rx25GTxaX9rdMFnRV0UvQ,32.880969,-111.680708,3.0,26,6
6bjKi4wtIJWD24bFtPV4Ow,33.578533,-112.152357,3.0,11,4
pAu8UuWTLTLai61TW8-tZw,33.6385585,-112.3643087,3.5,50,8
l4-_XjHhmr9a_D3X2K7kig,33.3880497,-111.8402882,2.5,16,5
2MM1zXQotfBkW4YRMPY-ZA,33.4499,-112.0739,2.5,14,4
a4bvXlGHgS6yUDp9YMcnZA,33.799527,-112.128578,3.5,12,4
qYhIIWxvLQWghKQMv6m5Dg,33.8313532702974,-112.122001647949,2.5,16,5
cBpJIOrVXotDI0XAZH_k0g,33.5341236,-112.2612165,4.0,362,10
TuuENwzxOFdDLY_oKCbFZw,33.2125748081159,-111.67526753516,4.5,173,10
8SBXsNM4KCyN90r_bNFw2g,33.3183691,-111.9276449,3.0,9,3
jFfrM1y-L1icUZXjBpxmeg,33.494368,-112.039357,4.5,99,9
sry6XEVOqIDLoJRaXAMKjA,33.634774,-111.917959,3.0,22,6
Wz9mfgk1XWS2aszNiTvO1w,33.4147006,-111.5664412,4.0,18,5
fFlMAm0RBdfzrDfpicTPJg,33.385725,-111.690903,3.0,50,8
52QtjHlHoa7V611bOvv1aw,33.501547,-111.924147,3.5,227,10
CEq1jgP-F6roehvSiv30dQ,33.4152355,-111.8319331,3.0,60,8
RRGRruNX4o6689EB48z3-A,33.5312178,-111.9662753,4.0,162,10
L-uPZxooP_ziXCtRrWi8Pw,33.494205,-111.931447,4.5,292,10
XK5hwOMD3M-cjGVBsEmrIw,33.3771138,-112.0278885,3.0,92,9
MRntQraGJZMWtfAhPv_JZA,33.21804,-111.841859,1.5,6,2
VNJMoQAzJFWBYclBOSDPOA,33.608919,-112.358997,3.0,17,5
dsWCKpbIN7W30pqfRJU0dg,33.2194451,-111.8246605,3.0,5,2
7VLW-cIDaiO4Dx8gXYkZcg,33.305824,-111.991311,4.0,146,10
bzXDUQ-5Odzx5WZNoSoANg,33.6535664936682,-112.184825059525,4.5,114,9
Cota2ttLUjoKhFU6ukYqSA,33.413158,-111.875779,3.5,92,9
s3D7EEo1Or4SsxRRjURJwg,33.3028522,-111.8422556,2.0,21,5
3H2ttTM2aSIaZ6FTjHwDQQ,33.413158,-111.875779,3.5,71,8
3l72FflaaeI0tWEAWN3-gQ,33.470887,-112.064765,3.5,342,10
WJ7rJxbkXqr62koXzR8tXg,33.4233639,-112.2260121,4.0,4,1
4NpEP2sTOxm4Cw1SuXuGRQ,33.375057,-111.687177,4.5,3,1
Mog8cxUbSs5DJ-4nGczi_Q,33.3271818,-111.8581737,3.5,33,7
3ez4Qs56C_cC-l8x08l6Zw,33.498915,-111.928258,3.5,74,9
XKXLd7bFp4YtcIq0GgEXJQ,33.4628556190691,-112.391772402794,3.0,54,8
a1hQlsTan_m8K3eTW7BNSw,33.564852,-111.9255724,3.5,30,6
d3MxUXS1b6U2P_gGuCO1-A,33.455863,-112.072167,4.0,242,10
EjWi22gAE_cYpGs7lBPahQ,33.609811,-112.119194,4.0,88,9
QBOl1IrpvzEpxD9hO3gMwg,33.3055793,-111.8999977,4.0,10,4
DF-7XU1Wncxx3XqZoiIIGg,33.255987,-111.641963,3.5,25,6
rRe2eLIQ4MQ7d6vFL26Qdg,33.6251795,-112.4143802,4.0,30,6
9CpMvT22YbeMatwPAL6gRA,33.4932884,-112.286085,4.0,62,8
qjmCVYkwP-HDa35jwYucbQ,33.5102068,-112.0272041,4.0,679,10
RUjaYACMwyQ2R7_Lz4p8Yg,33.5820409,-112.008269,3.0,20,5
kcX2_M5YoM6-SqVKMzPceA,33.595586,-112.152212,4.0,117,9
4zfrcEmGvZ4oYKx_revTxA,33.2464189,-111.839333,4.0,183,10
bNVmqbrc9WkBoIAuNxDqqQ,33.319526,-111.925763,4.0,24,6
WHd8fLeMeWKUK6sPyeB-UA,33.3019012,-111.7430967,3.0,57,8
i_H_yKtISROjQ4eruSwyPw,33.4247212,-111.9351556,3.5,96,9
h_764eIV-D3n7qjyBmluug,33.4156823,-111.6701409,4.0,42,7
SAEr_2rJLNFr3aPv0DlSWg,33.450047,-112.075677,3.5,83,9
nhG5S2tq-RI9JGemIblhcg,33.4823232,-111.9863677,2.5,3,1
OSL98Keoc2FSNx4a3ge5Uw,33.377888170908,-111.93761530017,4.0,184,10
T6dbW2UuWTKar_22zbbiUw,33.6401052,-112.1292664,3.5,23,6
YKOvlBNkF4KpUP9q7x862w,33.492287,-111.924273,4.0,908,10
lR7GrPsC7V80YSS2dSWHdw,33.4652017,-111.9283532,3.0,13,4
6imLt53br7SJ3av07jjH7w,33.449228,-112.072853,3.5,466,10
jopRETHHFc6kSqdNAe1j4g,33.48014,-112.339598,2.5,10,4
iQINCjBo7FtsLSHiZw2nQg,33.6200422461094,-111.89228392367,3.5,66,8
NkDveAzq_V6i352Lee8v-A,33.3934996,-111.876711,3.0,32,6
mhQCxOiqp03qnhGRTtPduw,33.4133505,-111.8759922,4.0,377,10
GavgziItjOIkqqf7zm5w3g,33.2233728,-111.7036797,3.5,12,4
iAHSnFQTfIci1ZDe_Kidtw,33.492761,-111.922982,3.5,20,5
maB4VHseFUY2TmPtAQnB9Q,33.300506,-111.900786,3.0,68,8
YUV08PQk7Vk96r9Q0b3XAw,33.7789868,-111.9257692,3.5,73,8
gY6AhCy22G9yFlAGu9vMFQ,33.6025873,-111.9785074,4.0,91,9
vurk3jST-KeVPcK5tl6YGA,33.4659784,-112.1697979,2.5,3,1
JEreQgso7MH_Io3DXGsEOw,33.6753542414738,-111.965274810791,4.0,97,9
oIkwj10HmUiognO68j7jOg,33.67681,-111.966607,3.0,141,10
w-zaOYwpB_tv0owGkmbRiw,33.449699,-112.3513905,3.5,17,5
rQ4z0EStSZE4acgkne6Hmg,33.472853,-112.056065,4.0,357,10
bbcMao703oGQPsZ6wvPirQ,33.322545,-111.7571357,4.0,101,9
uyQ0mDz0OKEgUkBKWIl3og,33.6353549,-112.2350274,3.5,107,9
wK2RM163ByHaGixGn_UzuA,33.594892,-112.222145,3.0,12,4
lHWkpPjN8IuVq-Chn5n8PA,33.4252092,-111.9398439,3.0,48,7
HFS4LDNFO291vU3DN1ZdOw,33.4235479,-111.936853,3.5,6,2
giZS_d2r7hMyYXCjCpkZTg,33.4266911014963,-111.939145228033,3.0,15,5
w9KHEhv4NzomT7n46ke-jA,33.4258229,-111.938989,3.5,12,4
O9n4xeNjugFIYZtvj7wlbw,33.4225456,-111.9397916,1.5,18,5
9d4i9ssv0XAc2I93ZgH5-Q,33.4640662,-112.3920308,4.0,32,6
6TWRuHn24DL6vnW8Uyu4Vw,33.7150071,-112.1129733,4.0,56,8
o4sPw8nO7GcNyKilWBgK_Q,33.7110102,-112.1142778,4.0,60,8
ealuKGLqWQ8VsOU12hq4sA,33.442375,-111.955643,3.0,22,6
Kfbs3K37ZczrOQnoxgzNkw,33.34962,-111.959335,2.0,11,4
9Ep4sguv3HH_8lWyzSogjw,33.5808348,-111.9268582,4.0,250,10
vm9axJ4kMtJNns25FalL6w,33.6112022399902,-112.240058898926,3.5,52,8
mW1gB2DmBe__AEVgCoTgjw,33.4654674,-112.0473373,3.0,21,5
DAAEXhSScuMAPKbZlY17LQ,33.2467202,-111.8408778,3.0,5,2
F1qVJwZrwzHc0OjolMPK_g,33.3027643,-111.842356,3.0,144,10
WtCsHjZVF83TNTieRkFxZw,33.3674505,-111.7561394,4.5,284,10
sb4wU69LkCtC6Axqcd34WQ,33.527709,-111.926973,3.5,384,10
nB3pytYdmzKWfNtXyfNrpQ,33.6059421,-112.036967,4.5,71,8
K5Ma37TlDL9Jw0DJlhASHQ,33.318392,-111.71108,3.5,15,5
ZLVX6bQt8HJH5d4pq5EJGQ,33.4938068,-112.3550971,2.5,13,4
-tBiXT917wKlr6n9wSqViw,33.307325126378004,-111.74171169729,4.0,138,10
RLjA7TBXJfyqDfPuVCcrtQ,33.5288312,-111.9730855,3.5,80,9
0bQKW7e23wTJxgvs_p2HjQ,33.5737667,-111.9055104,4.0,43,7
250I2C80JTgVwE23IPylHQ,33.3135537,-111.8412133,4.0,68,8
CqKiF2X0_4erH02-CUiweQ,33.3048512833752,-111.756019592285,4.0,76,9
0Bilf-3-J8hIekQVWyRGWg,33.6403184,-112.3594317,2.5,6,2
oZnDl9u2CImtvvKrc3KmPw,33.4151863,-111.8004988,4.0,3,1
Qb0n61e_lsMmFuwwktjmjw,33.4483495,-111.9953819,4.0,21,5
IqRNPvXvbUbxvfgC6cj6gg,33.5688268,-112.1181337,3.0,14,4
wH9WtaTlrRawH_IpK90RPg,33.5008947,-111.9203705,3.5,216,10
yyuy1kimJHK2RsizjvgUNQ,33.509693,-112.0375052,3.0,21,5
GrUh2Jo6sL3wllrtZY4zmg,33.4802204,-112.0471395,2.0,6,2
yuS1qDTkido8zUFrfj8O0g,33.4496092,-112.0739452,3.5,6,2
jCaQauhwHFyjOSlCutqUnA,33.378921,-112.166459,2.5,58,8
amQir2cEG2MV625L0dE8aQ,33.3201965,-111.8977298,3.5,31,6
-XlBQrxN_ZB3MZKxLBeAjA,33.5533145,-112.1107845,3.5,4,1
adPVJMkRrS8_3VHQKw5-qw,33.449528,-112.0477155,4.0,36,7
winRNt7prallDbpaDMS9Ig,33.3102901,-111.7433091,4.0,195,10
x1yYMaZfDVEp1dW7JI8eJg,33.6700284,-111.904477,3.0,5,2
e8FMAuTswDueAlLsNyLhcA,33.494238,-111.926461,4.0,537,10
cwyAZ52cV60e-NiF-jWCMQ,33.259667,-111.857797,2.0,13,4
IsFQ32WyFS3WSoXjUJ1dcQ,33.8701661,-112.1512485,3.0,7,3
ekguRa1QybpUaMHqc5vmAw,33.5083194,-112.2660986,3.5,15,5
qFL3TIzGwx5qLInFbqNruQ,33.6988429,-112.101312,4.5,12,4
Xi1AxyoKZ37PGzorOh9Ing,33.2664769,-111.9918702,3.5,42,7
OE5nAmaSVaopeRS1Cs9Kuw,33.5299053,-111.926437,4.0,443,10
YnuW1Wy-c5tb0LOJV1iGHA,33.6182525,-111.8978162,3.0,4,1
eR_vyBCRhMQKhmHbxFkPVw,33.65379,-112.23381,2.5,6,2
b8S6T3wudvaj2OL3FxG02w,33.39503,-111.755992,3.0,9,3
9vhGblDXvWM_6q_kWdfInA,33.7515256,-111.9912875,3.5,67,8
0qTluM4Hs4uLMJSxesnLqQ,33.8271931,-111.9237212,4.5,3,1
KKNaAQNJmJI6bKxycsuSZw,33.249253,-111.5825266,2.5,33,7
jMzuQy104M0KU6uhdffsaQ,33.7128455920235,-112.096467018127,3.0,33,7
mwiNm868yAo8Xh8hO7Ke_Q,33.461736,-112.335666,4.0,238,10
TOYdUCIQzl3HUJnvTPEjAQ,33.3049257,-111.9519663,3.0,6,2
Pju_pKfvEnUYV9wMVNsacg,33.5937119,-112.099237,4.5,17,5
PLUh7zB-tARsfN8hIidVmQ,33.4329724,-111.9043028,2.5,11,4
JRzrqJmsQ5AZ4bMQLUfyHg,33.347591,-111.95738,4.0,199,10
_-VPCIdtP19HQI7CcsfVTA,33.162548623656,-111.56326790993401,4.5,74,9
sWCH3c8XxBrF7aODVgQeQw,33.5239086,-112.1029346,4.5,101,9
Ggqoqg6AUdgCADUk4eDsDg,33.425938,-111.940346,3.0,9,3
N-8H7ZEixkfwuXr3Hf3iAA,33.4329724,-111.9043028,2.5,10,4
hh2lP4_2N-tk_OxmaTf_qA,33.502221,-111.951827,4.0,167,10
odb3E_5L3RVplIlkRwvmMw,33.3068088,-111.7571321,3.5,3,1
4BcuZj2ETMxUs48PLPwKxQ,33.480601,-111.983452,2.0,4,1
m-zkVdThpPsJxj3pZ2C7aw,33.4638732,-112.3747615,3.5,48,7
vwDE7dw6ee3JeAU0uMmGlA,33.6373522,-112.0684448,2.5,7,3
Lbue8gqRiBPEnA7g7H1qdw,33.6780427039147,-111.97869926471,4.0,182,10
m14pIWedGiHi9_aWAIXEew,33.640347560124,-111.969566345215,4.0,23,6
Tn2AwkyK9T-N7D9lZFAVpw,33.638092177299,-112.350608669221,3.5,37,7
0_vMnSRqc5aZUg1eBk3l2g,33.4341094982183,-111.90186738967901,3.0,54,8
NN2qs5B713vM6BDcMyrg4A,33.620562,-111.8963279,3.5,149,10
J9vvI2SEhy7yWnNPeVPdRw,33.407338,-111.563998,4.0,53,8
NIhU6hRAjGQyzPMds5lkSg,33.4356478854534,-111.864190686602,4.0,42,7
l7g-PsTrSY4iIVq_zJyIpw,33.6640037,-112.2027562,3.0,3,1
dBMd0f09nJCHURtmGHQPIQ,33.314,-111.8412128,4.5,4,1
jUCgAb0gmvjtOA25I1bQ8A,33.6256407,-111.9325467,4.0,13,4
-9pVS__IliMA2aNEYzrQrg,33.500169,-111.919817,3.0,141,10
LuGSxdxaFnSFadpNV6uxZQ,33.4648293,-111.914198,3.5,87,9
wBi8Sz3JKsglrYxXuRxYug,33.5958042,-112.2226374,4.5,26,6
Yhe351NgKDMnLZzIp9_A-Q,33.3778368,-112.0358954,3.0,15,5
JjNzg4kWtynK-brdgKh-9A,33.5737667,-111.9055104,3.5,3,1
N_xmefo_3IIGa7ovAwH78Q,33.4952205300361,-112.034410616959,2.5,13,4
vBDVxjMtXzZ8GUhV-1L3Jw,33.6034411,-111.9783046,3.0,37,7
UxiSHVZxMdey7vRwm1fQyA,33.579782,-111.924067,4.0,86,9
pkTf45JzlYOThKKIfjQJqg,33.6101788,-112.3591292,2.0,15,5
LDf-QgB7c3YrT4klCo2uEA,33.6737677,-111.9638394,3.0,15,5
jJcYziuHjrDo36PTqEPFUA,33.5671501,-111.925924,2.5,14,4
qr1u2QOYqR_53oUJQWgftQ,33.6402004,-112.0645843,2.5,3,1
2HUkoi6pLuKCkmu7v962Iw,33.2475188,-111.8430931,3.0,10,4
_AvHni-xdRHmZ3XfYHwGkg,33.506543,-111.92655,4.0,252,10
6VpBO3WUToqfFQYEXnmD2A,33.6377784,-112.2308238,2.0,27,6
bnKO5YQCGcBW_MBvanCe2w,33.6722462,-111.8905084,3.5,14,4
cHBtAzDjkNBrfIDR_4PWQQ,33.6582332,-112.3614479,3.5,26,6
y8a480EiwWikqlR1inkGxg,33.3792532,-111.9285013,3.5,60,8
E0f8jFeNaL8ARG-vq3apVA,33.4354634,-112.0069893,3.5,64,8
oRwWdpARqCjam6k_za8wOA,33.6462961,-111.9189477,2.0,9,3
Gq7CbG8Gw4lGixXKIACB5g,33.5410359,-112.1849984,4.0,13,4
euSK0uPFinytVDR_UROMTA,33.5382586,-112.0573494,2.5,52,8
wZSoje7l9xEGieeHmKRgBQ,33.2630712,-111.717762,4.5,5,2
u9ovgPfvFLD4dK1PjLglYA,33.8255202,-111.954798,3.5,18,5
8w7Q0cSYssJGDI9WVxJB_w,33.5019615,-112.0823146,2.5,16,5
dpYdTnCG4b_qiA0S_TKzjg,33.306928,-111.7224062,4.0,51,8
xmtKVO7C7KYVqMBe2eQq3A,33.308734,-111.742925,3.0,147,10
3NsfdaGfkhQbRrjjoYhTew,33.490995,-112.073306,3.0,7,3
l1bPbXMloY-bsM1oWlNmhA,33.2907071,-111.9456801,2.5,12,4
58JvYyP5zbvq5Z9EKXPtxw,33.4499764,-111.6849477,3.5,35,7
q6mlASxOUhm5gapU_MPECA,33.3812843,-111.7535064,4.0,31,6
dKNLqQWUoWkEp0nF0Y8GYA,33.453814,-112.073239,2.0,22,6
brz0ho_6H2RBhNzl97veEw,33.7430592,-112.3312469,3.0,14,4
6FGwEHnoD-mM-PiXrhxOlw,33.3165959,-112.0036214,4.0,66,8
